Observer,Block name,Point name,Date,Species,Time interval,Number,Sex/Behaviour,Distance,Detection_hist,3 Birds at census point.Notes,Record #,Verified?,Time start,Temp,Relative humidity,Wind,Sky_code,Mammal,Noise,Recording #,2 Point information.Notes,Start time,End time,Start temp,End temp,Start wind,End wind,Start sky,End sky
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",Dark-eyed Junco,10,1,S,>100m,00001,,385,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",American Robin,6,1,S,>100m,00100,,386,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,387,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",Boreal Chickadee,2,2,C,50-100m,10000,,388,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",Gray Jay,2,1,C,50-100m,10000,,389,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",Common Redpoll,8,1,C,<50m,00010,,390,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 08, 2011",Chipping Sparrow,"2,4",1,S,50-100m,11000,,391,FALSE,4:32,8.4,60.8,0,3,,,,"SWTH, DEJU, YRWA seen between P2 and P3",3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Dark-eyed Junco,"2,8,10",1,S,>100m,10011,,713,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Dark-eyed Junco,4,1,S,50-100m,01000,,714,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,715,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Swainson's Thrush,2,1,C,<50m,10000,,716,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,717,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,718,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Gray Jay,8,1,V,<50m,00010,,719,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Gray Jay,8,1,C,<50m,00010,,720,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Monday, June 13, 2011",Varied Thrush,6,1,S,>100m,00100,,721,FALSE,4:30,1.1,89.7,0.3,1,,,,"SWTH, OCWA seen between P2 and P3",3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Swainson's Thrush,"2,4,6",1,S,50-100m,11100,,828,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Swainson's Thrush,6,1,S,<50m,00100,,829,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Varied Thrush,"2,6,8",1,S,50-100m,10110,,830,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Varied Thrush,"2,4,8,10",1,S,50-100m,11011,,831,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,832,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Yellow-rumped Warbler,"2,6",1,S,50-100m,10100,,833,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Dark-eyed Junco,10,1,S,50-100m,00001,,834,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Sunday, June 10, 2012",Swainson's Thrush,"8,10",1,S,50-100m,00011,,835,FALSE,4:50,3.5,93,0,1,,,,"YRWA, SCJU between P3 and P2",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Gray Jay,10,1,C,50-100m,00001,,921,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Unknown,2,1,C,<50m,10000,,922,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Yellow-rumped Warbler,10,1,C,<50m,00001,,923,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,924,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Swainson's Thrush,2,1,S,50-100m,10000,,925,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Varied Thrush,6,1,S,50-100m,00100,,926,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Gray Jay,10,1,C,50-100m,00001,,927,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Dark-eyed Junco,"2,4,6,8",1,S,<50m,11110,,928,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",American Three-toed Woodpecker,"6,8,10",1,D,50-100m,00111,,929,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Yellow-rumped Warbler,"6,8",1,S,<50m,00110,,930,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 15, 2012",Swainson's Thrush,"2,4,6,8",1,S,50-100m,11110,,931,FALSE,4:37,4.9,74,0,3,S,,,"Overcast, VATH, DEJU, SWTH between P3 and P2,",3:50,8:24,7.2,5.6,0,0,3,3
Julie Bauer,Auriol Trail,A03,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,"C,S",<50m,11111,"2 dists provided, entered lower value.",1161,FALSE,4:46,9.4,79.4,0,3,,,,"SWTH, 2 YRWA between P02 and P03",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A03,"Saturday, June 08, 2013",Swainson's Thrush,"2,4,6,8",1,S,50-100m,11110,,1162,FALSE,4:46,9.4,79.4,0,3,,,,"SWTH, 2 YRWA between P02 and P03",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A03,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,1163,FALSE,4:46,9.4,79.4,0,3,,,,"SWTH, 2 YRWA between P02 and P03",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A03,"Saturday, June 08, 2013",Swainson's Thrush,"6,10",1,C,50-100m,00101,,1164,FALSE,4:46,9.4,79.4,0,3,,,,"SWTH, 2 YRWA between P02 and P03",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A03,"Saturday, June 08, 2013",Gray Jay,"8,10",1,C,50-100m,00011,,1165,FALSE,4:46,9.4,79.4,0,3,,,,"SWTH, 2 YRWA between P02 and P03",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A03,"Saturday, June 08, 2013",Swainson's Thrush,"4,8,10",1,S,50-100m,01011,,1166,FALSE,4:46,9.4,79.4,0,3,,,,"SWTH, 2 YRWA between P02 and P03",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,"2 dists on datasheet, closest entered.",1228,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,1229,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,1230,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Gray Jay,"8,10",1,C,<50m,00011,,1231,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Yellow-rumped Warbler,"4,6,8",1,S,50-100m,01110,,1232,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Swainson's Thrush,"2,6,8,10",1,"S,C",50-100m,10111,,1233,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Dark-eyed Junco,2,1,S,50-100m,10000,,1234,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Saturday, June 08, 2013",Swainson's Thrush,"4,6,10",1,S,50-100m,01101,,1235,FALSE,4:46,9.4,79.4,0,3,,,,"2 YRWA, 1 SWTH b/w P02 and P03.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Dark-eyed Junco,"4,6",1,S,50-100m,01100,,1301,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Yellow-rumped Warbler,"4,6",1,S,50-100m,01100,,1302,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Yellow-rumped Warbler,2,1,S,<50m,10000,,1303,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Swainson's Thrush,"2,4",1,S,50-100m,11000,,1304,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Yellow-rumped Warbler,"6,8",1,S,<50m,00110,,1305,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Gray Jay,2,1,C,50-100m,10000,,1306,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Friday, June 14, 2013",Swainson's Thrush,"2,4,6",1,S,50-100m,11100,,1307,FALSE,4:46,3.4,100,0,1,,,,"Checked humidity twice, dew was forming on equipment; SWTH b/w P02/P03; birds all quiet except for a few sp. too far to count for 8,10.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A03,"Friday, June 14, 2013",Swainson's Thrush,"2,4,6",1,S,<50m,11100,,1368,FALSE,4:46,3.4,100,0,1,,,,SWTH b/w P02/P03; no RH on datasheet--copied from Sarah Davidson's point information.,4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A03,"Friday, June 14, 2013",Yellow-rumped Warbler,"6,8",1,S,<50m,00110,"2 dists on datasheet, closest entered.",1369,FALSE,4:46,3.4,100,0,1,,,,SWTH b/w P02/P03; no RH on datasheet--copied from Sarah Davidson's point information.,4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A03,"Friday, June 14, 2013",Yellow-rumped Warbler,2,2,S,50-100m,10000,,1370,FALSE,4:46,3.4,100,0,1,,,,SWTH b/w P02/P03; no RH on datasheet--copied from Sarah Davidson's point information.,4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A03,"Friday, June 14, 2013",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1371,FALSE,4:46,3.4,100,0,1,,,,SWTH b/w P02/P03; no RH on datasheet--copied from Sarah Davidson's point information.,4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A03,"Friday, June 14, 2013",Swainson's Thrush,"2,4",1,S,50-100m,11000,,1372,FALSE,4:46,3.4,100,0,1,,,,SWTH b/w P02/P03; no RH on datasheet--copied from Sarah Davidson's point information.,4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",Unknown,8,1,C,50-100m,00010,,1418,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",Swainson's Thrush,"2,6",1,C,50-100m,10100,,1419,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1420,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",Gray Jay,"4,6",1,C,"<50m, 50-100m",01100,,1421,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",Swainson's Thrush,"4,6,8,10",1,S,50-100m,01111,,1422,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",Yellow-rumped Warbler,2,1,S,<50m,10000,,1423,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Wednesday, June 10, 2015",White-winged Crossbill,,1,C,50-100m,,,1424,FALSE,5:01,5.9,70.8,1.1,2,,,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1586,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Yellow-rumped Warbler,10,1,S,<50m,00001,,1587,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Dark-eyed Junco,10,1,S,50-100m,00001,,1588,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Swainson's Thrush,10,1,S,50-100m,00001,,1589,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Swainson's Thrush,"2,4",1,S,<50m,11000,,1590,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Yellow-rumped Warbler,"2,6,8",1,S,50-100m,10110,,1591,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1592,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Monday, June 15, 2015",Gray Jay,10,1,C,<50m,00001,,1593,FALSE,4:54,12.8,62.7,0,3,,,,"WWCR, VATH",4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 06, 2017",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,1727,FALSE,5:05,4.8,82.9,0,2,,,,SPGR,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 06, 2017",Swainson's Thrush,"4,6,8,10",1,"S,C",<50m,01111,,1728,FALSE,5:05,4.8,82.9,0,2,,,,SPGR,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 06, 2017",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1729,FALSE,5:05,4.8,82.9,0,2,,,,SPGR,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 06, 2017",Yellow-rumped Warbler,"2,4,8",1,S,<50m,11010,,1730,FALSE,5:05,4.8,82.9,0,2,,,,SPGR,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 06, 2017",Swainson's Thrush,10,1,S,50-100m,00001,,1731,FALSE,5:05,4.8,82.9,0,2,,,,SPGR,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Woodpecker,"2,6,8,10",1,D,50-100m,10111,,1809,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Swainson's Thrush,"2,8,10",1,S,50-100m,10011,,1810,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Dark-eyed Junco,8,1,S,50-100m,00010,,1811,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Yellow-rumped Warbler,"4,6,8,10",1,S,<50m,01111,,1812,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Boreal Chickadee,4,1,V,<50m,01000,,1813,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Swainson's Thrush,"2,6,8,10",1,S,"<50m, 50-100m",10111,,1814,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A03,"Tuesday, June 13, 2017",Woodpecker,"8,10",1,D,50-100m,00011,,1815,FALSE,4:49,7.2,68.7,0,3,,,,DEJU,4:06,8:22,7.3,4.6,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Yellow-rumped Warbler,"4,8,10",1,S,<50m,01011,,2144,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6",1,S,<50m,11100,,2145,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Swainson's Thrush,",6,8,10",1,S,<50m,10111,,2146,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Yellow-rumped Warbler,"2,6,8",1,S,<50m,10110,,2147,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,2148,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6",1,S,<50m,11100,,2149,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 06, 2019",Yellow-rumped Warbler,"6,8",1,S,50-100m,00110,,2150,FALSE,5:00,7.3,75.5,0.6,3,,light rain,A024,light rain at around 4 minutes,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",Gray Jay,2,1,C,50-100m,10000,,2448,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",Dark-eyed Junco,4,1,S,50-100m,01000,,2449,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,2450,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",White-winged Crossbill,"2,4,10",1,S,50-100m,11001,,2451,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",Chipping Sparrow,"8,10",1,S,50-100m,00011,,2452,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",Yellow-rumped Warbler,"6,8",1,S,50-100m,00110,,2453,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A03,"Thursday, June 13, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,2454,FALSE,4:20,8,68.4,0,3,,,,SWTH YRWA BOCH WWCR,3:50,8:39,9.9,8.3,0,0,3,3
